AsOfDate,SecurityId,Description,Sector,Subsector,Currency
2025-04-09,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-09,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-09,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-09,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-09,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-09,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-09,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-09,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-09,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-04-09,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-09,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-09,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-09,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-09,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-09,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-09,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-09,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-09,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-04-09,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-09,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-09,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-09,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-09,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-09,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-09,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-09,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-09,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-09,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-09,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-09,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-09,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-10,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-10,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-10,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-10,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-10,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-10,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-10,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-10,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-10,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-10,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-10,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-10,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-04-10,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-10,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-10,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-10,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-04-10,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-10,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-10,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-10,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-10,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-10,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-10,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-10,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-10,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-10,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-10,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-10,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-04-10,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-10,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-10,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-10,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-10,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-10,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-10,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-10,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-10,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-04-10,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-10,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-10,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-10,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-04-10,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-10,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-10,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-10,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-10,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-10,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-10,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-10,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-10,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-11,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-11,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-11,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-11,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-11,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-11,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-11,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-11,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-11,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-11,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-11,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-11,QVT19PV,Agency IO Backed QVT19PV,Agency,Subs,USD
2025-04-11,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-11,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-11,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-11,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-04-11,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-11,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-11,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-11,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-11,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-11,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-11,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-11,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-11,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-11,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-11,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-11,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-04-11,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-11,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-11,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-11,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-11,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-11,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-11,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-11,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-11,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-04-11,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-11,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-11,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-11,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-04-11,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-11,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-11,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-11,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-11,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-11,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-11,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-11,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-11,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-12,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-12,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-12,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-12,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-12,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-12,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-12,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-12,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-12,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-12,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-12,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-12,QVT19PV,Agency IO Backed QVT19PV,Agency,Subs,USD
2025-04-12,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-12,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-12,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-12,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-04-12,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-12,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-12,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-12,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-12,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-12,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-04-12,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-12,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-12,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-12,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-12,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-12,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-04-12,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-12,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-12,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-12,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-12,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-12,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-12,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-12,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-12,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-04-12,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-12,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-12,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-12,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-04-12,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-12,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-12,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-12,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-12,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-12,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-12,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-12,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-12,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-13,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-13,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-13,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-13,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-13,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-13,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-13,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-13,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-13,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-13,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-13,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-13,QVT19PV,Agency IO Backed QVT19PV,Agency,Subs,USD
2025-04-13,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-13,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-13,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-13,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-04-13,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-13,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-13,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-13,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-13,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-13,LBR15JO,Office CMBS Trust LBR15JO,Commercial,SASB,USD
2025-04-13,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-04-13,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-13,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-13,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-13,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-13,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-04-13,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-13,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-13,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-13,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-13,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-13,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-13,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-13,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-13,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-04-13,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-13,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-13,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-13,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-04-13,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-13,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-13,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-13,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-13,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-13,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-04-13,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Financing,USD
2025-04-13,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-13,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-14,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-14,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-14,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-14,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-14,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-14,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-14,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-04-14,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-14,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-14,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-14,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-14,QVT19PV,Agency IO Backed QVT19PV,Agency,Subs,USD
2025-04-14,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-14,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-14,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-14,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-04-14,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-14,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-14,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-14,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-14,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-14,LBR15JO,Office CMBS Trust LBR15JO,Commercial,SASB,USD
2025-04-14,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CRE,USD
2025-04-14,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-14,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-14,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-14,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-14,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-04-14,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-14,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-14,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-14,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-14,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-14,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-14,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-14,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-14,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-04-14,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-14,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-14,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-14,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-04-14,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-14,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-04-14,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CMBS,USD
2025-04-14,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-04-14,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-04-14,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Carry,USD
2025-04-14,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-04-14,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-04-14,AEO16UL,Government IO Bond AEO16UL,Agency,IO,USD
2025-04-15,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-04-15,XVD17FP,Agency Subs Bond XVD17FP,Agency,IO,USD
2025-04-15,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-04-15,WXT79MB,Retail SASB Property WXT79MB,Commercial,CRE,USD
2025-04-15,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-04-15,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-04-15,CFN12WD,Government Subs Security CFN12WD,Agency,Subs,USD
2025-04-15,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-04-15,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Risk,USD
2025-04-15,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-04-15,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-04-15,QVT19PV,Agency IO Backed QVT19PV,Agency,Subs,USD
2025-04-15,GNM22AD,Residential Carry Trust GNM22AD,Residential,Risk,USD
2025-04-15,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-04-15,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-04-15,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-04-15,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-04-15,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-04-15,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,SASB,USD
2025-04-15,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,SASB,USD
2025-04-15,YAL88TQ,Federal Subs Security YAL88TQ,Agency,IO,USD
2025-04-15,LBR15JO,Office CMBS Trust LBR15JO,Commercial,SASB,USD
2025-04-15,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CRE,USD
2025-04-15,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-04-15,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-04-15,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-04-15,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-04-15,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-04-15,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-04-15,HZI97XK,Home Carry Trust HZI97XK,Residential,Financing,USD
2025-04-15,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-04-15,RRZ21YR,Home Financing Security RRZ21YR,Residential,Risk,USD
2025-04-15,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-04-15,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-04-15,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-04-15,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-04-15,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-04-15,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-04-15,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-04-15,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Risk,USD
2025-04-15,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-04-15,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-04-15,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
